date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:28:26	9792/9792	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:25%20GMT	http://daspos.crc.nd.edu/	./index-2.html	(from )
10:28:26	894/894	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%2237e-51c060877be40%22	http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/favicon.ico	./templates/daspos-protostar-collapse/favicon.ico	(from http://daspos.crc.nd.edu/)
10:28:29	168899/168899	---M--	200	added ('OK')	text/css	etag:%22293c3-5216f98d90840%22	http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css	./templates/daspos-protostar-collapse/css/template.css	(from http://daspos.crc.nd.edu/)
10:28:30	21/21	---M--	200	added ('OK')	application/javascript	etag:%2215-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/js/jquery-noconflict.js?b7cf51e4a1f82d20e0f1ce8d25f867a4	./media/jui/js/jquery-noconflict1d72.js	(from http://daspos.crc.nd.edu/)
10:28:33	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/js/jquery-migrate.min.js?b7cf51e4a1f82d20e0f1ce8d25f867a4	./media/jui/js/jquery-migrate.min1d72.js	(from http://daspos.crc.nd.edu/)
10:28:34	491/491	---M--	200	added ('OK')	application/javascript	etag:%221eb-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/system/js/caption.js?b7cf51e4a1f82d20e0f1ce8d25f867a4	./media/system/js/caption1d72.js	(from http://daspos.crc.nd.edu/)
10:28:38	97646/97646	---M--	200	added ('OK')	application/javascript	etag:%2217d6e-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/js/jquery.min.js?b7cf51e4a1f82d20e0f1ce8d25f867a4	./media/jui/js/jquery.min1d72.js	(from http://daspos.crc.nd.edu/)
10:28:38	1340/1340	---M--	200	added ('OK')	application/javascript	etag:%2253c-51c060877be40%22	http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/js/template.js	./templates/daspos-protostar-collapse/js/template.js	(from http://daspos.crc.nd.edu/)
10:28:40	29126/29126	---M--	200	added ('OK')	application/javascript	etag:%2271c6-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/js/bootstrap.min.js?b7cf51e4a1f82d20e0f1ce8d25f867a4	./media/jui/js/bootstrap.min1d72.js	(from http://daspos.crc.nd.edu/)
10:28:42	43850/43850	---M--	200	added ('OK')	image/png	etag:%22ab4a-51b666143ca00%22	http://daspos.crc.nd.edu/images/daspos/daspos_banner.png	./images/daspos/daspos_banner.png	(from http://daspos.crc.nd.edu/)
10:28:46	9541/9541	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:42%20GMT	http://daspos.crc.nd.edu/index.php/about	./index.php/about.html	(from http://daspos.crc.nd.edu/)
10:28:46	42072/42072	---M--	200	added ('OK')	image/png	etag:%22a458-51c064e901440%22	http://daspos.crc.nd.edu/images/daspos/daspos_banner_phone.png	./images/daspos/daspos_banner_phone.png	(from http://daspos.crc.nd.edu/)
10:28:48	17458/17458	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:44%20GMT	http://daspos.crc.nd.edu/index.php/people	./index.php/people.html	(from http://daspos.crc.nd.edu/)
10:28:48	10180/10180	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:46%20GMT	http://daspos.crc.nd.edu/index.php/workshops	./index.php/workshops.html	(from http://daspos.crc.nd.edu/)
10:28:48	8351/8351	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:48%20GMT	http://daspos.crc.nd.edu/index.php/research	./index.php/research.html	(from http://daspos.crc.nd.edu/)
10:28:50	11789/11789	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:49%20GMT	http://daspos.crc.nd.edu/index.php/reports	./index.php/reports.html	(from http://daspos.crc.nd.edu/)
10:28:50	3456/3456	---M--	200	added ('OK')	image/png	etag:%22d80-51b669640da40%22	http://daspos.crc.nd.edu/images/daspos/quote_detail_corner.png	./images/daspos/quote_detail_corner.png	(from http://daspos.crc.nd.edu/)
10:28:51	3888/3888	---M--	200	added ('OK')	image/png	etag:%22f30-51b669640da40%22	http://daspos.crc.nd.edu/images/daspos/quote_detail_right.png	./images/daspos/quote_detail_right.png	(from http://daspos.crc.nd.edu/)
10:28:52	4438/4438	---M--	200	added ('OK')	image/png	etag:%221156-51b8e675ce340%22	http://daspos.crc.nd.edu/images/daspos/arrow_detail.png	./images/daspos/arrow_detail.png	(from http://daspos.crc.nd.edu/)
10:28:54	21734/21734	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:53%20GMT	http://daspos.crc.nd.edu/index.php/workshops/container-strategies-for-data-software-preservation-that-promote-open-science	./index.php/workshops/container-strategies-for-data-software-preservation-that-promote-open-science.html	(from http://daspos.crc.nd.edu/)
10:28:55	10365/10365	---MC-	200	added ('OK')	text/html	date:Tue,%2025%20Jun%202024%2015:28:54%20GMT	http://daspos.crc.nd.edu/index.php/daspos-notices	./index.php/daspos-notices.html	(from http://daspos.crc.nd.edu/)
10:28:57	25208/25208	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/fonts/IcoMoon.eot	./media/jui/fonts/IcoMoon.eot	(from http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css)
10:28:59	25424/25424	---M--	200	added ('OK')	application/font-woff	etag:%226350-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/fonts/IcoMoon.woff	./media/jui/fonts/IcoMoon.woff	(from http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css)
10:28:59	86043/86043	---M--	200	added ('OK')	image/svg+xml	etag:%221501b-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/fonts/IcoMoon.svg	./media/jui/fonts/IcoMoon.svg	(from http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css)
10:29:01	246/246	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Jun%202024%2015:28:59%20GMT	http://daspos.crc.nd.edu/images/mpsod-visual-id/mpsopendata_logo_full.png	./images/mpsod-visual-id/mpsopendata_logo_full.png	(from http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css)
10:29:02	25208/25208	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226278-5fffc2ae44e00%22	http://daspos.crc.nd.edu/media/jui/fonts/IcoMoon.eot?	./media/jui/fonts/IcoMoond41d.eot	(from http://daspos.crc.nd.edu/templates/daspos-protostar-collapse/css/template.css)
